idf,id,sexo, parentescoJefe,conyugue,conyugueNo,padre,padreNo,madre,madreNo
60001301,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60001301,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001301,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60001301,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001301,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60001301,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001301,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60001301,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001321,3,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60001321,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001321,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60001321,4,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60001321,3,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60001321,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001321,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60001321,4,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60001341,1,1,1,1,2,3,1.79769313486232e+308,3,1.79769313486232e+308
60001341,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60001341,5,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60001341,2,2,2,1,1,3,1.79769313486232e+308,2,1.79769313486232e+308
60001341,3,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60001381,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001381,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60001381,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001411,6,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,5
60001411,4,1,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60001411,3,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60001411,1,1,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308
60001411,2,2,2,1,1,2,1.79769313486232e+308,2,1.79769313486232e+308
60001411,5,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60001531,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001531,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001531,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60001541,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60001541,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001541,4,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001541,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60001591,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001591,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001591,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60001791,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60001791,3,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60001791,4,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60001791,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001851,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001851,5,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001851,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001851,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60001851,4,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001871,5,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60001871,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001871,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60001871,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001871,4,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001871,5,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60001871,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001871,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60001871,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001871,4,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001911,3,2,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60001911,2,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60001911,1,1,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60001921,5,2,4,1.79769313486232e+308,1.79769313486232e+308,1,4,1,3
60001921,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60001921,7,1,4,1.79769313486232e+308,1.79769313486232e+308,1,4,1,3
60001921,8,2,4,1.79769313486232e+308,1.79769313486232e+308,1,4,1,3
60001921,4,1,8,1,3,2,1.79769313486232e+308,2,1.79769313486232e+308
60001921,3,2,3,1,4,2,1.79769313486232e+308,1,1
60001921,6,1,4,1.79769313486232e+308,1.79769313486232e+308,1,4,1,3
60001921,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001971,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001971,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60001971,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60002041,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60002041,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002041,4,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60002041,3,2,3,2,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002081,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60002081,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002081,4,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002081,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002131,3,1,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60002131,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60002131,4,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60002131,1,1,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308
60002131,2,2,2,1,1,2,1.79769313486232e+308,2,1.79769313486232e+308
60002161,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60002161,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002161,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60002161,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60002161,5,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60002201,2,1,2,1,1,2,1.79769313486232e+308,2,1.79769313486232e+308
60002201,6,2,3,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1
60002201,4,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002201,8,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,7
60002201,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002201,5,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002201,1,2,1,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308
60002201,7,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002451,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60002451,1,2,1,1,2,3,1.79769313486232e+308,2,1.79769313486232e+308
60002451,3,2,3,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1
60002451,2,1,2,1,1,3,1.79769313486232e+308,3,1.79769313486232e+308
60002461,4,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002461,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,5
60002461,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002461,7,1,9,1.79769313486232e+308,1.79769313486232e+308,1,6,2,1.79769313486232e+308
60002461,5,2,5,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60002461,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002461,6,1,7,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,5
60002631,2,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60002631,3,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60002631,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60002631,5,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60002631,7,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60002631,6,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60002631,4,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60002721,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60002721,3,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60002721,2,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60002741,3,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60002741,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60002741,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002741,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60002771,1,2,1,2,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60002771,3,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60002771,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002801,4,2,7,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60002801,6,2,7,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60002801,5,2,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60002801,3,1,3,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1
60002801,1,2,1,1,2,3,1.79769313486232e+308,2,1.79769313486232e+308
60002801,2,1,2,1,1,2,1.79769313486232e+308,2,1.79769313486232e+308
60002831,3,2,8,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308
60002831,4,2,4,1.79769313486232e+308,1.79769313486232e+308,1,2,1,3
60002831,5,1,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60002831,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60002831,6,1,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60002831,2,1,3,1,3,3,1.79769313486232e+308,1,1
60002911,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60002911,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60002931,4,1,9,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60002931,3,1,7,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60002931,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60002931,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60003041,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60003041,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60003091,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60003091,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60003112,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60003112,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60003112,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60003131,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60003131,3,1,7,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60003131,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60003151,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60003151,2,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60003151,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60003201,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60003201,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60003301,4,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60003301,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60003301,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60003301,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60003321,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60003321,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60003321,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60003431,3,1,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60003431,1,1,1,1,2,3,1.79769313486232e+308,2,1.79769313486232e+308
60003431,2,2,2,1,1,3,1.79769313486232e+308,2,1.79769313486232e+308
60003431,6,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,5
60003431,4,1,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60003431,5,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60003471,6,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60003471,3,1,3,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1
60003471,4,2,3,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1
60003471,1,2,1,1,2,3,1.79769313486232e+308,3,1.79769313486232e+308
60003471,2,1,2,1,1,3,1.79769313486232e+308,3,1.79769313486232e+308
60003471,5,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60003511,3,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60003511,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60003511,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60003511,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60003511,3,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60003511,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60003511,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60003511,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60003551,2,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60003551,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60003551,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60003551,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60003551,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60003551,6,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60003551,2,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60003551,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60003551,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60003551,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60003551,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60003551,6,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60003611,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60003611,2,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60003681,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60003681,3,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60003681,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60003681,2,2,3,2,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60003691,2,2,2,1,1,2,1.79769313486232e+308,2,1.79769313486232e+308
60003691,4,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60003691,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60003691,3,1,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60003691,1,1,1,1,2,3,1.79769313486232e+308,3,1.79769313486232e+308
60003741,2,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60003741,4,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60003741,5,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60003741,3,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60003741,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60003871,3,2,3,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1
60003871,1,2,1,1,2,3,1.79769313486232e+308,3,1.79769313486232e+308
60003871,2,1,2,1,1,3,1.79769313486232e+308,3,1.79769313486232e+308
60003871,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60003871,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60003961,3,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60003961,2,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60003961,4,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60003961,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60004012,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004012,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60004111,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004111,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60004121,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60004121,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004163,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004163,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60004163,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60004163,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004163,3,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,2
60004163,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60004241,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004241,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60004331,2,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60004331,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60004331,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60004331,4,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60004331,3,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60004331,2,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60004331,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60004331,5,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,4
60004331,4,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60004331,3,1,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60004551,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004551,3,2,4,1.79769313486232e+308,1.79769313486232e+308,1,2,2,1.79769313486232e+308
60004551,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,3,1.79769313486232e+308
60004551,4,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60004601,3,2,8,1,2,2,1.79769313486232e+308,2,1.79769313486232e+308
60004601,2,1,3,1,3,2,1.79769313486232e+308,1,1
60004601,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60004611,2,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,3,1.79769313486232e+308
60004611,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004611,1,2,1,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60004611,4,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004631,4,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004631,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004631,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004631,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60004641,6,2,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,5
60004641,1,2,1,1,2,3,1.79769313486232e+308,3,1.79769313486232e+308
60004641,4,1,3,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1
60004641,3,2,3,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1
60004641,2,1,2,1,1,3,1.79769313486232e+308,3,1.79769313486232e+308
60004641,5,2,3,1.79769313486232e+308,1.79769313486232e+308,1,2,1,1
60004721,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60004721,2,2,3,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1,1
60004721,3,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004731,3,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004731,4,1,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004731,2,2,3,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,1
60004731,1,2,1,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,2,1.79769313486232e+308
60004771,4,1,14,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
60004771,1,2,1,2,1.79769313486232e+308,3,1.79769313486232e+308,1,2
60004771,2,2,5,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,3,1.79769313486232e+308
60004771,3,2,14,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,2,1.79769313486232e+308
60004841,3,2,3,1.79769313486232e+308,1.79769313486232e+308,1,1,1,2
60004841,1,1,1,1,2,3,1.79769313486232e+308,3,1.79769313486232e+308
60004841,4,1,4,1.79769313486232e+308,1.79769313486232e+308,2,1.79769313486232e+308,1,3
