"ORDEN","P6020","P6051","P5502","P6071","P6071S1","P6081","P6081S1","P6083","P6083S1","LLAVEHOG"
3,1,3,0,0,0,1,1,1,2,"60118591"
1,1,1,2,1,2,2,0,2,0,"60118601"
2,2,2,2,1,1,2,0,2,0,"60118601"
1,1,1,2,1,2,2,0,2,0,"60118611"
2,2,2,2,1,1,2,0,2,0,"60118611"
3,1,3,5,0,0,2,0,1,2,"60118611"
1,2,1,4,0,0,2,0,2,0,"60118621"
1,2,1,5,0,0,2,0,2,0,"60118631"
2,1,3,5,0,0,2,0,1,1,"60118631"
3,1,4,0,0,0,2,0,2,0,"60118631"
4,2,4,0,0,0,2,0,2,0,"60118631"
1,1,1,2,1,2,2,0,2,0,"60118641"
2,2,2,2,1,1,2,0,2,0,"60118641"
3,2,3,0,0,0,1,1,2,0,"60118641"
4,2,3,0,0,0,1,1,1,2,"60118641"
1,1,1,6,1,2,2,0,2,0,"60118651"
2,2,2,6,1,1,2,0,2,0,"60118651"
3,2,3,5,0,0,1,1,1,2,"60118651"
4,2,3,5,0,0,1,1,1,2,"60118651"
1,2,1,5,0,0,2,0,2,0,"60118661"
2,1,3,5,0,0,2,0,1,1,"60118661"
3,1,9,5,0,0,2,0,2,0,"60118661"
4,1,9,5,0,0,2,0,2,0,"60118661"
1,1,1,6,1,2,3,0,3,0,"60118671"
2,2,2,6,1,1,3,0,3,0,"60118671"
3,1,3,5,0,0,1,1,1,2,"60118671"
4,1,4,5,0,0,2,0,2,0,"60118671"
1,1,1,6,1,2,2,0,2,0,"60118681"
2,2,2,6,1,1,2,0,2,0,"60118681"
3,2,3,5,0,0,1,1,1,2,"60118681"
4,2,4,5,0,0,2,0,1,3,"60118681"
5,2,4,0,0,0,2,0,1,3,"60118681"
6,2,4,0,0,0,2,0,2,0,"60118681"
7,1,9,5,0,0,2,0,2,0,"60118681"
1,2,1,4,0,0,2,0,2,0,"60118691"
2,1,3,5,0,0,2,0,1,1,"60118691"
1,2,1,4,0,0,3,0,2,0,"60118701"
1,2,1,5,0,0,3,0,2,0,"60118711"
2,1,3,2,1,3,2,0,1,1,"60118711"
3,2,8,2,1,2,2,0,2,0,"60118711"
1,2,1,4,0,0,2,0,2,0,"60118721"
2,1,9,5,0,0,2,0,2,0,"60118721"
1,1,1,6,1,2,2,0,2,0,"60118731"
2,2,2,6,1,1,2,0,2,0,"60118731"
1,2,1,4,0,0,2,0,2,0,"60118741"
2,2,3,0,0,0,2,0,1,1,"60118741"
1,1,1,6,1,2,2,0,2,0,"60118751"
2,2,2,6,1,1,2,0,2,0,"60118751"
1,1,1,6,1,2,2,0,2,0,"60118761"
2,2,2,6,1,1,2,0,2,0,"60118761"
3,1,3,0,0,0,1,1,1,2,"60118761"
1,1,1,6,1,2,3,0,3,0,"60118771"
2,2,2,6,1,1,3,0,3,0,"60118771"
3,1,3,4,0,0,1,1,1,2,"60118771"
1,1,1,4,0,0,3,0,3,0,"60118781"
1,2,1,5,0,0,2,0,2,0,"60118791"
2,2,7,5,0,0,2,0,2,0,"60118791"
1,2,1,4,0,0,2,0,2,0,"60118801"
2,1,3,5,0,0,2,0,1,1,"60118801"
3,1,3,5,0,0,2,0,1,1,"60118801"
1,1,1,2,1,2,2,0,2,0,"60118811"
2,2,2,2,1,1,2,0,1,3,"60118811"
3,2,6,4,0,0,3,0,3,0,"60118811"
1,1,1,6,1,2,3,0,3,0,"60118821"
2,2,2,6,1,1,3,0,3,0,"60118821"
3,1,3,5,0,0,1,1,1,2,"60118821"
4,2,4,5,0,0,1,3,2,0,"60118821"
1,1,1,6,1,2,2,0,2,0,"60118831"
2,2,2,6,1,1,3,0,3,0,"60118831"
3,1,3,5,0,0,1,1,1,2,"60118831"
4,1,3,5,0,0,1,1,1,2,"60118831"
1,1,1,6,1,2,2,0,3,0,"60118841"
2,2,2,6,1,1,3,0,3,0,"60118841"
1,2,1,5,0,0,2,0,2,0,"60118851"
2,1,3,5,0,0,2,0,1,1,"60118851"
3,2,9,3,0,0,3,0,3,0,"60118851"
1,2,1,5,0,0,2,0,2,0,"60118861"
2,2,3,0,0,0,2,0,1,1,"60118861"
1,1,1,6,1,2,2,0,2,0,"60118871"
2,2,2,6,1,1,2,0,2,0,"60118871"
1,2,1,2,2,0,2,0,2,0,"60118881"
2,1,3,0,0,0,2,0,1,1,"60118881"
1,1,1,2,1,2,2,0,2,0,"60118891"
2,2,2,2,1,1,2,0,3,0,"60118891"
1,1,1,6,1,2,2,0,2,0,"60118901"
2,2,2,6,1,1,2,0,2,0,"60118901"
1,2,1,5,0,0,2,0,2,0,"60118911"
2,2,3,5,0,0,2,0,1,1,"60118911"
1,1,1,2,1,2,2,0,2,0,"60118921"
2,2,2,2,1,1,2,0,2,0,"60118921"
1,1,1,5,0,0,2,0,2,0,"60118931"
1,2,1,3,0,0,3,0,3,0,"60118941"
2,2,3,6,1,3,2,0,1,1,"60118941"
3,1,8,6,1,2,3,0,2,0,"60118941"
4,1,4,0,0,0,1,3,1,2,"60118941"
5,2,4,0,0,0,1,3,1,2,"60118941"
1,2,1,6,1,2,3,0,3,0,"60118951"
2,1,2,6,1,1,3,0,3,0,"60118951"
3,2,3,5,0,0,1,2,1,1,"60118951"
4,1,4,5,0,0,2,0,1,3,"60118951"
1,1,1,5,0,0,2,0,2,0,"60118952"
1,2,1,5,0,0,1,3,3,0,"60118981"
2,1,7,5,0,0,1,3,3,0,"60118981"
3,1,5,3,0,0,2,0,2,0,"60118981"
1,2,1,6,1,2,3,0,3,0,"60118991"
2,1,2,6,1,1,3,0,3,0,"60118991"
3,1,3,5,0,0,1,2,1,1,"60118991"
4,1,3,5,0,0,1,2,1,1,"60118991"
1,2,1,6,1,2,3,0,2,0,"60119001"
2,1,2,6,1,1,2,0,2,0,"60119001"
3,1,3,5,0,0,1,2,1,1,"60119001"
4,2,3,5,0,0,1,2,1,1,"60119001"
1,2,1,6,1,2,2,0,2,0,"60119021"
2,1,2,6,1,1,2,0,2,0,"60119021"
3,1,3,5,0,0,1,2,1,1,"60119021"
4,2,3,5,0,0,1,2,1,1,"60119021"
1,1,1,4,0,0,3,0,3,0,"60119031"
1,1,1,6,1,2,3,0,2,0,"60119041"
2,2,2,6,1,1,2,0,2,0,"60119041"
1,1,1,5,0,0,2,0,2,0,"60119051"
1,2,1,6,1,2,2,0,2,0,"60119061"
2,1,2,6,1,1,2,0,3,0,"60119061"
3,1,3,5,0,0,1,2,1,1,"60119061"
4,2,3,5,0,0,1,2,1,1,"60119061"
5,1,3,5,0,0,1,2,1,1,"60119061"
1,2,1,5,0,0,2,0,2,0,"60119081"
2,1,3,6,2,0,2,0,1,1,"60119081"
3,1,3,5,0,0,2,0,1,1,"60119081"
4,2,3,0,0,0,2,0,1,1,"60119081"
1,2,1,6,1,2,3,0,3,0,"60119091"
2,1,2,6,1,1,2,0,2,0,"60119091"
3,1,3,5,0,0,1,2,1,1,"60119091"
1,1,1,5,0,0,2,0,2,0,"60119101"
1,2,1,4,0,0,2,0,2,0,"60119111"
2,1,3,5,0,0,2,0,1,1,"60119111"
3,1,3,5,0,0,2,0,1,1,"60119111"
4,1,3,5,0,0,2,0,1,1,"60119111"
1,2,1,5,0,0,3,0,3,0,"60119121"
1,2,1,5,0,0,3,0,2,0,"60119131"
1,2,1,5,0,0,3,0,3,0,"60119141"
2,2,7,5,0,0,3,0,3,0,"60119141"
3,2,9,5,0,0,2,0,2,0,"60119141"
4,2,9,5,0,0,2,0,2,0,"60119141"
1,1,1,6,1,2,2,0,2,0,"60119151"
2,2,2,6,1,1,2,0,2,0,"60119151"
1,2,1,3,0,0,3,0,3,0,"60119161"
2,1,3,6,1,3,3,0,1,1,"60119161"
3,2,9,6,1,2,3,0,3,0,"60119161"
1,1,1,6,1,2,2,0,2,0,"60119171"
2,2,2,6,1,1,2,0,2,0,"60119171"
3,2,5,3,0,0,3,0,3,0,"60119171"
1,1,1,6,1,2,3,0,3,0,"60119191"
2,2,2,6,1,1,3,0,2,0,"60119191"
1,2,1,5,0,0,2,0,2,0,"60119201"
2,2,3,5,0,0,3,0,1,1,"60119201"
1,1,1,6,1,2,2,0,2,0,"60119211"
2,2,2,6,1,1,2,0,2,0,"60119211"
3,1,3,5,0,0,1,1,1,2,"60119211"
4,1,3,5,0,0,1,1,1,2,"60119211"
5,1,3,0,0,0,1,1,1,2,"60119211"
1,2,1,6,1,2,3,0,2,0,"60119221"
2,1,2,6,1,1,3,0,2,0,"60119221"
1,2,1,5,0,0,2,0,2,0,"60119241"
2,2,3,0,0,0,2,0,1,1,"60119241"
3,2,3,0,0,0,2,0,1,1,"60119241"
1,2,1,4,0,0,3,0,2,0,"60119261"
2,2,3,5,0,0,2,0,1,1,"60119261"
3,2,3,5,0,0,2,0,1,1,"60119261"
4,2,3,5,0,0,2,0,1,1,"60119261"
5,2,3,5,0,0,2,0,1,1,"60119261"
6,2,4,0,0,0,2,0,1,5,"60119261"
1,2,1,4,0,0,3,0,3,0,"60119291"
2,2,7,5,0,0,3,0,3,0,"60119291"
1,1,1,5,0,0,2,0,2,0,"60119301"
1,1,1,6,1,2,2,0,2,0,"60119311"
2,2,2,6,1,1,2,0,2,0,"60119311"
3,2,3,5,0,0,2,0,1,2,"60119311"
4,1,3,0,0,0,1,1,1,2,"60119311"
5,1,3,0,0,0,1,1,1,2,"60119311"
1,2,1,5,0,0,2,0,2,0,"60119351"
2,1,3,5,0,0,2,0,1,1,"60119351"
3,2,3,5,0,0,2,0,1,1,"60119351"
4,2,10,5,0,0,2,0,2,0,"60119351"
1,1,1,6,1,2,3,0,3,0,"60119371"
2,2,2,6,1,1,2,0,2,0,"60119371"
1,2,1,2,1,2,2,0,2,0,"60119381"
2,1,2,2,1,1,2,0,2,0,"60119381"
3,2,3,0,0,0,1,2,1,1,"60119381"
1,2,1,5,0,0,1,3,2,0,"60119391"
2,1,3,0,0,0,2,0,1,1,"60119391"
3,1,5,5,0,0,2,0,2,0,"60119391"
1,1,1,6,1,2,3,0,3,0,"60119401"
2,2,2,6,1,1,3,0,3,0,"60119401"
3,2,3,5,0,0,1,1,1,2,"60119401"
4,1,3,5,0,0,1,1,1,2,"60119401"
5,1,3,5,0,0,1,1,1,2,"60119401"
6,2,3,5,0,0,1,1,1,2,"60119401"
1,2,1,4,0,0,2,0,2,0,"60119411"
2,1,3,0,0,0,2,0,1,1,"60119411"
1,2,1,2,1,2,2,0,2,0,"60119421"
2,1,2,2,1,1,2,0,2,0,"60119421"
3,1,3,5,0,0,1,2,1,1,"60119421"
4,1,3,5,0,0,1,2,1,1,"60119421"
5,1,3,0,0,0,1,2,1,1,"60119421"
1,2,1,5,0,0,2,0,2,0,"60119441"
1,1,1,2,1,2,2,0,3,0,"60119451"
2,2,2,2,1,1,3,0,3,0,"60119451"
3,1,4,5,0,0,2,0,2,0,"60119451"
1,2,1,2,1,2,3,0,2,0,"60119461"
2,1,2,2,1,1,3,0,1,5,"60119461"
3,2,3,5,0,0,1,2,1,1,"60119461"
4,2,3,0,0,0,1,2,1,1,"60119461"
5,2,6,3,0,0,2,0,3,0,"60119461"
1,2,1,4,0,0,3,0,3,0,"60119471"
2,2,3,5,0,0,2,0,1,1,"60119471"
1,1,1,2,1,2,3,0,3,0,"60119481"
2,2,2,2,1,1,2,0,2,0,"60119481"
3,2,3,5,0,0,1,1,1,2,"60119481"
1,2,1,4,0,0,2,0,1,3,"60119491"
2,2,3,5,0,0,2,0,1,1,"60119491"
3,2,5,3,0,0,3,0,3,0,"60119491"
1,1,1,2,1,2,2,0,2,0,"60119511"
2,2,2,2,1,1,2,0,2,0,"60119511"
3,1,3,5,0,0,3,0,1,2,"60119511"
1,1,1,2,1,2,2,0,2,0,"60119531"
2,2,2,2,1,1,2,0,2,0,"60119531"
3,1,3,0,0,0,1,1,1,2,"60119531"
4,2,3,0,0,0,1,1,1,2,"60119531"
1,1,1,6,1,2,2,0,3,0,"60119541"
2,2,2,6,1,1,2,0,2,0,"60119541"
3,2,3,0,0,0,1,1,1,2,"60119541"
4,2,3,0,0,0,1,1,1,2,"60119541"
1,2,1,3,0,0,3,0,3,0,"60119551"
2,2,3,5,0,0,3,0,1,1,"60119551"
1,1,1,6,1,2,2,0,2,0,"60119611"
2,2,2,6,1,1,2,0,2,0,"60119611"
3,2,3,5,0,0,1,1,1,2,"60119611"
4,2,3,5,0,0,1,1,1,2,"60119611"
1,1,1,6,1,2,2,0,2,0,"60119621"
2,2,2,6,1,1,2,0,2,0,"60119621"
1,1,1,6,1,2,2,0,2,0,"60119631"
2,2,2,6,1,1,2,0,2,0,"60119631"
3,2,3,5,0,0,1,1,1,2,"60119631"
4,2,3,0,0,0,1,1,1,2,"60119631"
1,2,1,5,0,0,2,0,2,0,"60119641"
2,1,3,5,0,0,2,0,1,1,"60119641"
3,1,3,5,0,0,2,0,1,1,"60119641"
1,1,1,2,1,2,2,0,2,0,"60119671"
2,2,2,2,1,1,2,0,2,0,"60119671"
3,1,3,0,0,0,1,1,1,2,"60119671"
1,2,1,5,0,0,2,0,2,0,"60119681"
1,2,1,1,1,2,2,0,2,0,"60119682"
2,1,2,1,1,1,2,0,2,0,"60119682"
1,1,1,5,0,0,2,0,2,0,"60119683"
2,1,7,5,0,0,2,0,2,0,"60119683"
1,1,1,3,0,0,3,0,3,0,"60119701"
2,1,3,5,0,0,1,1,3,0,"60119701"
1,1,1,6,1,2,2,0,2,0,"60119711"
2,2,2,6,1,1,2,0,2,0,"60119711"
3,1,3,5,0,0,1,1,1,2,"60119711"
1,1,1,6,1,2,2,0,2,0,"60119721"
2,2,2,6,1,1,2,0,2,0,"60119721"
3,1,3,5,0,0,3,0,1,2,"60119721"
1,1,1,4,0,0,3,0,3,0,"60119741"
1,1,1,4,0,0,2,0,3,0,"60119761"
1,1,1,2,1,2,2,0,3,0,"60119791"
2,2,2,2,1,1,3,0,2,0,"60119791"
3,1,3,5,0,0,2,0,1,2,"60119791"
4,2,3,5,0,0,1,1,1,2,"60119791"
5,2,3,5,0,0,1,1,1,2,"60119791"
1,2,1,3,0,0,3,0,2,0,"60119801"
2,1,3,5,0,0,3,0,1,1,"60119801"
3,2,3,5,0,0,3,0,1,1,"60119801"
1,2,1,4,0,0,3,0,3,0,"60119831"
2,1,3,5,0,0,2,0,1,1,"60119831"
3,2,3,5,0,0,2,0,1,1,"60119831"
1,1,1,5,0,0,3,0,2,0,"60119841"
1,2,1,4,0,0,3,0,3,0,"60119851"
2,1,3,5,0,0,3,0,1,1,"60119851"
3,1,3,5,0,0,3,0,1,1,"60119851"
1,2,1,1,1,2,2,0,2,0,"60119881"
2,1,2,1,1,1,3,0,2,0,"60119881"
3,1,3,5,0,0,2,0,1,1,"60119881"
4,1,3,5,0,0,2,0,1,1,"60119881"
5,2,3,5,0,0,2,0,1,1,"60119881"
1,1,1,6,1,2,3,0,3,0,"60119891"
2,2,2,6,1,1,3,0,1,3,"60119891"
3,2,6,3,0,0,3,0,3,0,"60119891"
1,1,1,2,1,2,2,0,2,0,"60119901"
2,2,2,2,1,1,2,0,2,0,"60119901"
3,1,3,5,0,0,1,1,1,2,"60119901"
4,2,3,5,0,0,1,1,1,2,"60119901"
1,1,1,2,1,2,3,0,3,0,"60119911"
2,2,2,2,1,1,3,0,3,0,"60119911"
1,2,1,5,0,0,3,0,3,0,"60119921"
1,2,1,4,0,0,3,0,3,0,"60119931"
1,1,1,3,0,0,3,0,3,0,"60119941"
2,2,3,5,0,0,1,1,2,0,"60119941"
3,1,3,5,0,0,1,1,2,0,"60119941"
1,1,1,6,1,2,2,0,2,0,"60119951"
2,2,2,6,1,1,2,0,2,0,"60119951"
3,2,3,5,0,0,1,1,1,2,"60119951"
4,1,3,5,0,0,1,1,1,2,"60119951"
5,2,3,5,0,0,1,1,1,2,"60119951"
1,2,1,4,0,0,3,0,3,0,"60119961"
2,1,3,5,0,0,2,0,1,1,"60119961"
1,2,1,4,0,0,3,0,3,0,"60119981"
2,1,3,5,0,0,2,0,1,1,"60119981"
3,2,14,5,0,0,2,0,3,0,"60119981"
1,1,1,1,1,2,3,0,2,0,"60120001"
2,2,2,1,1,1,3,0,2,0,"60120001"
1,1,1,5,0,0,3,0,3,0,"60120011"
1,2,1,4,0,0,3,0,3,0,"60120021"
1,2,1,4,0,0,3,0,3,0,"60120031"
2,1,7,4,0,0,3,0,3,0,"60120031"
1,2,1,3,0,0,3,0,2,0,"60120051"
2,1,3,5,0,0,2,0,1,1,"60120051"
3,2,3,5,0,0,2,0,1,1,"60120051"
1,2,1,5,0,0,2,0,2,0,"60120061"
1,2,1,5,0,0,2,0,2,0,"60120071"
1,2,1,2,1,2,3,0,3,0,"60120081"
2,1,2,2,1,1,3,0,3,0,"60120081"
3,2,3,5,0,0,1,2,1,1,"60120081"
4,1,9,5,0,0,2,0,2,0,"60120081"
1,1,1,5,0,0,2,0,2,0,"60120111"
2,2,7,5,0,0,2,0,2,0,"60120111"
1,2,1,5,0,0,3,0,2,0,"60120191"
2,2,3,5,0,0,2,0,1,1,"60120191"
3,1,4,0,0,0,2,0,1,2,"60120191"
1,1,1,2,1,2,2,0,2,0,"60120201"
2,2,2,2,1,1,2,0,2,0,"60120201"
1,1,1,6,1,2,3,0,3,0,"60120211"
2,2,2,6,1,1,3,0,3,0,"60120211"
1,1,1,6,1,2,3,0,2,0,"60120221"
2,2,2,6,1,1,3,0,2,0,"60120221"
3,2,3,5,0,0,1,1,1,2,"60120221"
4,1,3,5,0,0,1,1,1,2,"60120221"
5,1,3,0,0,0,1,1,1,2,"60120221"
1,1,1,6,1,2,3,0,3,0,"60120231"
2,2,2,6,1,1,3,0,3,0,"60120231"
1,2,1,4,0,0,2,0,2,0,"60120241"
2,2,3,0,0,0,2,0,1,1,"60120241"
3,1,3,0,0,0,2,0,1,1,"60120241"
1,1,1,6,1,2,3,0,3,0,"60120251"
2,2,2,6,1,1,2,0,2,0,"60120251"
3,1,3,5,0,0,1,1,2,0,"60120251"
4,2,3,5,0,0,1,1,1,2,"60120251"
5,1,4,0,0,0,2,0,1,4,"60120251"
6,2,4,0,0,0,2,0,1,4,"60120251"
1,2,1,5,0,0,3,0,2,0,"60120261"
1,1,1,6,1,2,2,0,2,0,"60120271"
2,2,2,6,1,1,1,4,3,0,"60120271"
3,1,3,0,0,0,1,1,1,2,"60120271"
4,1,6,3,0,0,3,0,3,0,"60120271"
1,2,1,5,0,0,3,0,2,0,"60120281"
1,1,1,6,1,2,3,0,3,0,"60120291"
2,2,2,6,1,1,2,0,3,0,"60120291"
3,2,3,5,0,0,1,1,1,2,"60120291"
4,1,3,5,0,0,1,1,1,2,"60120291"
1,2,1,4,0,0,3,0,3,0,"60120301"
2,2,7,5,0,0,3,0,3,0,"60120301"
3,2,4,5,0,0,2,0,2,0,"60120301"
4,1,9,5,0,0,2,0,2,0,"60120301"
1,1,1,6,1,2,3,0,2,0,"60120311"
2,2,2,6,1,1,2,0,2,0,"60120311"
1,1,1,6,1,2,2,0,2,0,"60120321"
2,2,2,6,1,1,2,0,2,0,"60120321"
3,1,3,0,0,0,1,1,1,2,"60120321"
4,1,3,0,0,0,1,1,1,2,"60120321"
1,1,1,4,0,0,3,0,3,0,"60120331"
1,1,1,2,1,2,3,0,3,0,"60120341"
2,2,2,2,1,1,3,0,3,0,"60120341"
1,1,1,6,1,2,3,0,3,0,"60120351"
2,2,2,6,1,1,3,0,3,0,"60120351"
1,1,1,2,1,2,2,0,2,0,"60120361"
2,2,2,2,1,1,2,0,2,0,"60120361"
3,1,3,5,0,0,1,1,1,2,"60120361"
4,2,3,5,0,0,1,1,1,2,"60120361"
5,1,3,5,0,0,1,1,1,2,"60120361"
1,2,1,2,2,0,3,0,2,0,"60120381"
2,1,3,0,0,0,2,0,1,1,"60120381"
3,1,7,5,0,0,3,0,2,0,"60120381"
1,2,1,3,0,0,3,0,3,0,"60120382"
1,1,1,6,1,2,2,0,2,0,"60120391"
2,2,2,6,1,1,2,0,2,0,"60120391"
3,2,3,5,0,0,1,1,1,2,"60120391"
4,1,3,0,0,0,1,1,1,2,"60120391"
5,1,3,0,0,0,1,1,1,2,"60120391"
6,1,3,0,0,0,1,1,1,2,"60120391"
1,2,1,5,0,0,3,0,2,0,"60120401"
2,1,3,5,0,0,2,0,1,1,"60120401"
1,2,1,5,0,0,2,0,2,0,"60120411"
2,2,3,5,0,0,2,0,1,1,"60120411"
3,1,3,5,0,0,2,0,1,1,"60120411"
1,2,1,4,0,0,2,0,2,0,"60120421"
2,2,3,5,0,0,2,0,1,1,"60120421"
3,2,3,5,0,0,2,0,1,1,"60120421"
4,2,4,0,0,0,2,0,1,3,"60120421"
1,2,1,4,0,0,3,0,2,0,"60120431"
2,1,3,5,0,0,2,0,1,1,"60120431"
1,1,1,5,0,0,2,0,2,0,"60120441"
1,2,1,3,0,0,3,0,3,0,"60120451"
2,2,3,5,0,0,3,0,1,1,"60120451"
3,1,4,5,0,0,2,0,1,2,"60120451"
4,2,3,5,0,0,3,0,1,1,"60120451"
1,1,1,5,0,0,3,0,2,0,"60120461"
2,1,7,5,0,0,3,0,2,0,"60120461"
1,1,1,6,1,2,2,0,2,0,"60120471"
2,2,2,6,1,1,3,0,2,0,"60120471"
3,1,3,5,0,0,1,1,1,2,"60120471"
4,2,3,5,0,0,1,1,1,2,"60120471"
5,2,3,5,0,0,1,1,1,2,"60120471"
1,1,1,6,1,2,3,0,2,0,"60120481"
2,2,2,6,1,1,3,0,3,0,"60120481"
1,2,1,3,0,0,3,0,3,0,"60120491"
1,1,1,1,1,2,2,0,2,0,"60120501"
2,2,2,1,1,1,2,0,2,0,"60120501"
3,2,3,0,0,0,1,1,1,2,"60120501"
1,2,1,2,1,2,3,0,3,0,"60120511"
2,1,2,2,1,1,3,0,3,0,"60120511"
3,1,3,5,0,0,1,2,1,1,"60120511"
1,2,1,4,0,0,3,0,2,0,"60120521"
2,2,3,5,0,0,2,0,1,1,"60120521"
1,2,1,6,1,2,2,0,3,0,"60120531"
2,1,2,6,1,1,3,0,3,0,"60120531"
3,2,3,4,0,0,1,2,1,1,"60120531"
4,2,4,0,0,0,2,0,1,3,"60120531"
1,1,1,3,0,0,3,0,3,0,"60120541"
2,1,4,5,0,0,2,0,2,0,"60120541"
3,2,10,5,0,0,2,0,2,0,"60120541"
1,2,1,5,0,0,3,0,1,2,"60120551"
2,2,5,3,0,0,3,0,3,0,"60120551"
1,2,1,4,0,0,3,0,3,0,"60120561"
1,2,1,6,1,2,2,0,2,0,"60120581"
2,1,2,6,1,1,2,0,2,0,"60120581"
3,1,3,5,0,0,1,2,1,1,"60120581"
4,2,3,5,0,0,1,2,1,1,"60120581"
1,2,1,4,0,0,2,0,2,0,"60120591"
2,2,3,5,0,0,2,0,1,1,"60120591"
3,2,3,2,1,4,2,0,1,1,"60120591"
4,1,8,2,1,3,2,0,2,0,"60120591"
5,2,4,0,0,0,1,4,1,3,"60120591"
6,1,4,0,0,0,1,4,1,3,"60120591"
7,1,3,5,0,0,2,0,1,1,"60120591"
1,1,1,2,1,2,2,0,2,0,"60120601"
2,2,2,2,1,1,2,0,2,0,"60120601"
1,1,1,6,1,2,3,0,3,0,"60120621"
2,2,2,6,1,1,3,0,2,0,"60120621"
1,1,1,2,1,2,3,0,3,0,"60120631"
2,2,2,2,1,1,3,0,2,0,"60120631"
3,2,3,5,0,0,1,1,1,2,"60120631"
4,2,3,5,0,0,1,1,1,2,"60120631"
1,1,1,6,1,2,3,0,3,0,"60120641"
2,2,2,6,1,1,3,0,3,0,"60120641"
1,1,1,2,1,2,3,0,3,0,"60120651"
2,2,2,2,1,1,3,0,3,0,"60120651"
3,1,3,5,0,0,1,1,1,2,"60120651"
4,1,3,5,0,0,1,1,1,2,"60120651"
5,2,3,5,0,0,1,1,1,2,"60120651"
1,2,1,4,0,0,3,0,3,0,"60120661"
2,2,3,5,0,0,2,0,1,1,"60120661"
1,2,1,6,1,2,2,0,2,0,"60120671"
2,1,2,6,1,1,2,0,3,0,"60120671"
3,2,3,5,0,0,1,2,1,1,"60120671"
4,1,3,5,0,0,1,2,1,1,"60120671"
1,1,1,2,1,2,3,0,3,0,"60120681"
2,2,2,2,1,1,3,0,3,0,"60120681"
3,2,3,5,0,0,1,1,1,2,"60120681"
4,1,3,5,0,0,1,1,1,2,"60120681"
1,2,1,6,1,2,2,0,2,0,"60120691"
2,1,2,6,1,1,2,0,2,0,"60120691"
3,2,3,0,0,0,1,2,1,1,"60120691"
4,2,3,0,0,0,1,2,1,1,"60120691"
5,2,3,0,0,0,1,2,1,1,"60120691"
1,1,1,6,1,2,2,0,2,0,"60120701"
2,2,2,6,1,1,2,0,2,0,"60120701"
3,1,3,5,0,0,1,1,2,0,"60120701"
4,1,3,5,0,0,1,1,1,2,"60120701"
5,2,3,2,1,6,2,0,1,2,"60120701"
6,1,8,2,1,5,2,0,2,0,"60120701"
7,2,4,0,0,0,1,6,1,5,"60120701"
1,1,1,3,0,0,3,0,3,0,"60120721"
2,1,3,5,0,0,1,1,2,0,"60120721"
1,2,1,5,0,0,3,0,3,0,"60120731"
2,1,3,5,0,0,2,0,1,1,"60120731"
1,2,1,3,0,0,3,0,3,0,"60120741"
1,1,1,5,0,0,3,0,3,0,"60120751"
1,2,1,3,0,0,3,0,3,0,"60120761"
2,2,3,4,0,0,3,0,1,1,"60120761"
3,2,4,5,0,0,2,0,1,2,"60120761"
1,2,1,4,0,0,3,0,2,0,"60120771"
2,1,3,6,2,0,2,0,1,1,"60120771"
3,1,3,5,0,0,2,0,1,1,"60120771"
1,1,1,2,1,2,3,0,3,0,"60120781"
2,2,2,2,1,1,3,0,3,0,"60120781"
1,2,1,4,0,0,2,0,2,0,"60120791"
2,1,3,5,0,0,2,0,1,1,"60120791"
3,1,3,5,0,0,2,0,1,1,"60120791"
4,1,3,5,0,0,2,0,1,1,"60120791"
1,2,1,5,0,0,2,0,1,2,"60120801"
2,2,5,3,0,0,3,0,3,0,"60120801"
1,1,1,6,1,2,3,0,3,0,"60120811"
2,2,2,6,1,1,3,0,3,0,"60120811"
1,1,1,4,0,0,3,0,3,0,"60120821"
1,1,1,5,0,0,2,0,2,0,"60120831"
1,1,1,6,2,0,2,0,2,0,"60120841"
1,2,1,2,2,0,3,0,1,2,"60120851"
2,2,5,3,0,0,3,0,3,0,"60120851"
1,1,1,3,0,0,3,0,3,0,"60120861"
2,1,3,5,0,0,1,1,3,0,"60120861"
1,2,1,5,0,0,3,0,3,0,"60120871"
2,1,9,5,0,0,2,0,3,0,"60120871"
1,2,1,4,0,0,3,0,3,0,"60120881"
1,1,1,6,1,2,3,0,2,0,"60120901"
2,2,2,6,1,1,3,0,3,0,"60120901"
3,1,3,4,0,0,1,1,1,2,"60120901"
4,2,3,5,0,0,1,1,1,2,"60120901"
1,2,1,3,0,0,3,0,3,0,"60120911"
1,2,1,3,0,0,3,0,3,0,"60120921"
2,1,3,5,0,0,3,0,1,1,"60120921"
3,2,4,5,0,0,1,2,2,0,"60120921"
1,1,1,5,0,0,2,0,2,0,"60120931"
1,2,1,6,1,2,3,0,3,0,"60120941"
2,1,2,6,1,1,3,0,3,0,"60120941"
3,1,3,5,0,0,1,2,1,1,"60120941"
4,1,4,5,0,0,2,0,2,0,"60120941"
1,2,1,4,0,0,3,0,2,0,"60120951"
2,1,3,5,0,0,2,0,1,1,"60120951"
3,1,3,0,0,0,2,0,1,1,"60120951"
1,1,1,5,0,0,2,0,2,0,"60120961"
1,1,1,6,1,2,3,0,3,0,"60120971"
2,2,2,6,1,1,3,0,2,0,"60120971"
1,1,1,5,0,0,1,2,1,3,"60120981"
2,1,5,6,1,3,3,0,3,0,"60120981"
3,2,5,6,1,2,3,0,3,0,"60120981"
1,1,1,6,1,2,3,0,3,0,"60120991"
