"ORDEN","P6020","P6051","P5502","P6071","P6071S1","P6081","P6081S1","P6083","P6083S1","LLAVEHOG"
1,1,1,6,1,2,3,0,3,0,"60022171"
2,2,2,6,1,1,3,0,3,0,"60022171"
1,2,1,3,0,0,3,0,3,0,"60022181"
1,2,1,4,0,0,2,0,2,0,"60022191"
2,1,3,0,0,0,2,0,1,1,"60022191"
3,2,3,0,0,0,2,0,1,1,"60022191"
4,2,5,4,0,0,3,0,3,0,"60022191"
5,1,7,4,0,0,2,0,2,0,"60022191"
6,2,9,0,0,0,1,5,2,0,"60022191"
1,2,1,4,0,0,3,0,1,2,"60022192"
2,2,5,3,0,0,3,0,3,0,"60022192"
1,2,1,4,0,0,3,0,3,0,"60022201"
2,2,3,4,0,0,2,0,1,1,"60022201"
3,2,4,5,0,0,2,0,1,2,"60022201"
4,1,3,4,0,0,2,0,1,1,"60022201"
1,1,1,5,0,0,2,0,2,0,"60022211"
1,1,1,5,0,0,2,0,2,0,"60022221"
2,2,7,5,0,0,2,0,2,0,"60022221"
1,1,1,2,1,2,3,0,1,4,"60022231"
2,2,2,2,1,1,2,0,2,0,"60022231"
3,1,3,0,0,0,1,1,1,2,"60022231"
4,2,5,3,0,0,3,0,3,0,"60022231"
1,1,1,6,1,2,2,0,2,0,"60022241"
2,2,2,6,1,1,3,0,3,0,"60022241"
3,1,3,5,0,0,1,1,1,2,"60022241"
4,1,3,5,0,0,1,1,1,2,"60022241"
1,2,1,3,0,0,3,0,2,0,"60022251"
2,2,3,5,0,0,3,0,1,1,"60022251"
1,2,1,4,0,0,2,0,3,0,"60022261"
2,2,3,2,2,0,2,0,1,1,"60022261"
3,1,4,0,0,0,2,0,1,2,"60022261"
1,1,1,2,1,2,2,0,2,0,"60022271"
2,2,2,2,1,1,3,0,2,0,"60022271"
3,1,3,5,0,0,1,1,2,0,"60022271"
4,1,3,5,0,0,1,1,1,2,"60022271"
1,2,1,3,0,0,2,0,3,0,"60022281"
2,1,3,4,0,0,3,0,1,1,"60022281"
1,1,1,6,1,2,3,0,2,0,"60022291"
2,2,2,6,1,1,2,0,2,0,"60022291"
1,1,1,6,1,2,2,0,2,0,"60022311"
2,2,2,6,1,1,2,0,2,0,"60022311"
3,2,3,0,0,0,1,1,1,2,"60022311"
4,1,3,0,0,0,1,1,1,2,"60022311"
1,1,1,6,1,2,3,0,3,0,"60022321"
2,2,2,6,1,1,2,0,2,0,"60022321"
3,2,3,5,0,0,1,1,1,2,"60022321"
4,2,3,5,0,0,1,1,1,2,"60022321"
1,2,1,3,0,0,2,0,3,0,"60022331"
1,2,1,4,0,0,2,0,2,0,"60022341"
2,1,3,5,0,0,2,0,1,1,"60022341"
3,2,3,0,0,0,3,0,1,1,"60022341"
1,1,1,6,1,2,2,0,2,0,"60022351"
2,2,2,6,1,1,2,0,2,0,"60022351"
3,2,4,5,0,0,2,0,3,0,"60022351"
1,1,1,6,1,2,2,0,2,0,"60022371"
2,2,2,6,1,1,2,0,2,0,"60022371"
3,1,3,5,0,0,1,1,1,2,"60022371"
4,1,3,0,0,0,1,1,1,2,"60022371"
5,1,3,0,0,0,1,1,1,2,"60022371"
1,2,1,3,0,0,2,0,2,0,"60022381"
2,1,3,5,0,0,3,0,1,1,"60022381"
1,1,1,6,1,2,3,0,3,0,"60022391"
2,2,2,6,1,1,3,0,3,0,"60022391"
1,1,1,5,0,0,3,0,2,0,"60022401"
1,1,1,4,0,0,3,0,2,0,"60022411"
1,1,1,6,1,2,2,0,2,0,"60022421"
2,2,2,6,1,1,3,0,2,0,"60022421"
3,2,3,5,0,0,2,0,1,2,"60022421"
1,2,1,4,0,0,3,0,3,0,"60022431"
2,2,3,5,0,0,2,0,1,1,"60022431"
1,2,1,4,0,0,3,0,2,0,"60022451"
2,1,3,0,0,0,2,0,1,1,"60022451"
3,1,3,0,0,0,2,0,1,1,"60022451"
4,2,3,0,0,0,2,0,1,1,"60022451"
1,2,1,3,0,0,3,0,3,0,"60022461"
2,1,3,5,0,0,3,0,1,1,"60022461"
1,1,1,2,1,2,2,0,2,0,"60022471"
2,2,2,2,1,1,2,0,2,0,"60022471"
3,1,3,5,0,0,1,1,1,2,"60022471"
1,2,1,2,1,2,3,0,3,0,"60022481"
2,1,2,2,1,1,2,0,3,0,"60022481"
3,2,3,5,0,0,1,2,1,1,"60022481"
4,1,3,5,0,0,1,2,1,1,"60022481"
5,1,3,5,0,0,1,2,1,1,"60022481"
1,2,1,5,0,0,3,0,3,0,"60022491"
1,1,1,3,0,0,3,0,3,0,"60022501"
1,2,1,4,0,0,3,0,2,0,"60022511"
2,1,3,5,0,0,2,0,1,1,"60022511"
3,1,3,0,0,0,2,0,1,1,"60022511"
4,2,3,0,0,0,2,0,1,1,"60022511"
5,2,5,3,0,0,3,0,3,0,"60022511"
6,2,9,5,0,0,2,0,2,0,"60022511"
1,1,1,2,1,2,3,0,3,0,"60022521"
2,2,2,2,1,1,2,0,2,0,"60022521"
3,2,3,5,0,0,1,1,1,2,"60022521"
4,2,3,5,0,0,1,1,1,2,"60022521"
1,1,1,6,1,2,2,0,3,0,"60022531"
2,2,2,6,1,1,2,0,2,0,"60022531"
3,2,3,0,0,0,1,1,1,2,"60022531"
1,1,1,6,1,2,3,0,2,0,"60022541"
2,2,2,6,1,1,3,0,3,0,"60022541"
1,1,1,6,1,2,3,0,2,0,"60022551"
2,2,2,6,1,1,3,0,2,0,"60022551"
3,2,3,5,0,0,1,1,1,2,"60022551"
1,2,1,4,0,0,3,0,2,0,"60022561"
2,2,3,5,0,0,2,0,1,1,"60022561"
3,2,3,5,0,0,2,0,1,1,"60022561"
1,2,1,5,0,0,2,0,2,0,"60022571"
2,2,3,5,0,0,3,0,1,1,"60022571"
3,1,4,5,0,0,2,0,1,2,"60022571"
4,2,4,5,0,0,2,0,1,2,"60022571"
1,1,1,6,1,2,2,0,2,0,"60022581"
2,2,2,6,1,1,2,0,2,0,"60022581"
3,2,3,5,0,0,1,1,1,2,"60022581"
1,1,1,4,0,0,3,0,3,0,"60022591"
2,2,3,5,0,0,1,1,2,0,"60022591"
3,1,3,5,0,0,1,1,2,0,"60022591"
4,2,4,0,0,0,2,0,2,0,"60022591"
5,2,8,2,2,0,2,0,2,0,"60022591"
1,2,1,4,0,0,3,0,3,0,"60022601"
1,1,1,2,1,2,3,0,3,0,"60022611"
2,2,2,2,1,1,2,0,3,0,"60022611"
3,1,3,5,0,0,2,0,1,2,"60022611"
1,1,1,6,1,2,2,0,2,0,"60022621"
2,2,2,6,1,1,3,0,1,6,"60022621"
3,1,3,6,2,0,1,1,1,2,"60022621"
4,2,3,4,0,0,1,1,1,2,"60022621"
5,2,4,0,0,0,2,0,1,4,"60022621"
6,2,6,3,0,0,3,0,3,0,"60022621"
1,1,1,4,0,0,3,0,3,0,"60022631"
1,1,1,2,1,2,2,0,2,0,"60022641"
2,2,2,2,1,1,3,0,2,0,"60022641"
3,2,3,0,0,0,1,1,1,2,"60022641"
1,2,1,4,0,0,3,0,2,0,"60022651"
2,1,14,4,0,0,3,0,3,0,"60022651"
1,2,1,3,0,0,3,0,3,0,"60022661"
2,2,3,3,0,0,3,0,1,1,"60022661"
3,1,4,5,0,0,3,0,1,2,"60022661"
4,2,7,3,0,0,3,0,3,0,"60022661"
1,2,1,4,0,0,3,0,3,0,"60022671"
2,1,3,4,0,0,2,0,1,1,"60022671"
1,1,1,2,2,0,3,0,2,0,"60022681"
1,2,1,2,2,0,3,0,1,4,"60022691"
2,1,3,5,0,0,2,0,1,1,"60022691"
3,1,3,0,0,0,2,0,1,1,"60022691"
4,2,5,3,0,0,3,0,2,0,"60022691"
5,1,7,5,0,0,3,0,1,4,"60022691"
6,1,7,5,0,0,3,0,1,4,"60022691"
7,2,9,5,0,0,2,0,2,0,"60022691"
1,1,1,6,1,2,3,0,3,0,"60022701"
2,2,2,6,1,1,3,0,3,0,"60022701"
1,2,1,3,0,0,3,0,2,0,"60022711"
1,2,1,3,0,0,3,0,3,0,"60022712"
1,1,1,2,1,2,3,0,3,0,"60022721"
2,2,2,2,1,1,3,0,3,0,"60022721"
1,2,1,2,2,0,2,0,2,0,"60022731"
2,1,3,0,0,0,2,0,1,1,"60022731"
1,1,1,4,0,0,3,0,1,2,"60022741"
2,2,5,3,0,0,3,0,3,0,"60022741"
1,1,1,6,1,2,3,0,3,0,"60022751"
2,2,2,6,1,1,3,0,3,0,"60022751"
3,2,3,2,1,4,1,1,1,2,"60022751"
4,1,8,2,1,3,2,0,2,0,"60022751"
5,1,4,0,0,0,1,4,1,3,"60022751"
1,2,1,5,0,0,3,0,2,0,"60022761"
2,1,3,5,0,0,2,0,1,1,"60022761"
3,2,3,5,0,0,2,0,1,1,"60022761"
4,1,3,5,0,0,2,0,1,1,"60022761"
5,2,4,5,0,0,2,0,3,0,"60022761"
6,2,4,5,0,0,2,0,3,0,"60022761"
1,1,1,2,1,2,3,0,3,0,"60022771"
2,2,2,2,1,1,2,0,3,0,"60022771"
1,2,1,5,0,0,3,0,3,0,"60022781"
2,2,3,5,0,0,2,0,1,1,"60022781"
3,2,3,0,0,0,2,0,1,1,"60022781"
1,2,1,6,2,0,2,0,2,0,"60022791"
2,1,3,0,0,0,2,0,1,1,"60022791"
3,2,9,5,0,0,2,0,3,0,"60022791"
1,2,1,4,0,0,3,0,2,0,"60022801"
1,2,1,2,1,2,2,0,2,0,"60022811"
2,1,2,2,1,1,3,0,2,0,"60022811"
1,1,1,6,1,2,3,0,3,0,"60022831"
2,2,2,6,1,1,3,0,1,3,"60022831"
3,2,6,4,0,0,3,0,3,0,"60022831"
1,1,1,6,1,2,3,0,3,0,"60022841"
2,2,2,6,1,1,3,0,2,0,"60022841"
3,1,3,5,0,0,1,1,1,2,"60022841"
4,2,3,5,0,0,1,1,1,2,"60022841"
1,1,1,2,1,2,3,0,2,0,"60022851"
2,2,2,2,1,1,2,0,2,0,"60022851"
1,1,1,2,1,2,3,0,3,0,"60022861"
2,2,2,2,1,1,3,0,3,0,"60022861"
1,1,1,6,1,2,2,0,2,0,"60022871"
2,2,2,6,1,1,2,0,2,0,"60022871"
3,2,3,0,0,0,1,1,1,2,"60022871"
1,1,1,2,1,2,2,0,2,0,"60022881"
2,2,2,2,1,1,2,0,2,0,"60022881"
3,2,3,5,0,0,1,1,1,2,"60022881"
4,1,3,0,0,0,1,1,1,2,"60022881"
1,2,1,3,0,0,3,0,1,2,"60022891"
2,2,5,3,0,0,3,0,3,0,"60022891"
1,1,1,2,1,2,2,0,3,0,"60022901"
2,2,2,2,1,1,3,0,1,4,"60022901"
3,2,4,0,0,0,2,0,2,0,"60022901"
4,2,6,3,0,0,3,0,3,0,"60022901"
1,2,1,3,0,0,3,0,3,0,"60022911"
2,2,3,5,0,0,3,0,1,1,"60022911"
3,1,4,0,0,0,2,0,1,2,"60022911"
1,1,1,2,1,2,2,0,2,0,"60022921"
2,2,2,2,1,1,2,0,2,0,"60022921"
3,2,3,0,0,0,1,1,1,2,"60022921"
4,1,3,0,0,0,1,1,1,2,"60022921"
1,2,1,4,0,0,3,0,3,0,"60022931"
2,1,3,5,0,0,2,0,1,1,"60022931"
3,1,3,5,0,0,2,0,1,1,"60022931"
4,1,3,5,0,0,2,0,1,1,"60022931"
5,1,4,0,0,0,1,4,2,0,"60022931"
6,2,4,5,0,0,2,0,2,0,"60022931"
1,1,1,3,0,0,3,0,3,0,"60022951"
2,2,3,4,0,0,1,1,3,0,"60022951"
3,2,4,5,0,0,2,0,1,2,"60022951"
1,2,1,4,0,0,2,0,3,0,"60022961"
2,1,3,5,0,0,2,0,1,1,"60022961"
3,2,3,5,0,0,2,0,1,1,"60022961"
4,1,3,5,0,0,2,0,1,1,"60022961"
5,1,7,1,1,6,2,0,3,0,"60022961"
6,2,14,1,1,5,2,0,2,0,"60022961"
1,1,1,4,0,0,3,0,2,0,"60022971"
1,2,1,4,0,0,2,0,2,0,"60022981"
2,1,3,5,0,0,3,0,1,1,"60022981"
3,2,3,0,0,0,2,0,1,1,"60022981"
1,1,1,2,1,2,1,4,3,0,"60022991"
2,2,2,2,1,1,3,0,3,0,"60022991"
3,1,3,5,0,0,1,1,1,2,"60022991"
4,1,5,3,0,0,3,0,3,0,"60022991"
1,1,1,6,1,2,3,0,3,0,"60023001"
2,2,2,6,1,1,2,0,2,0,"60023001"
3,2,3,5,0,0,1,1,1,2,"60023001"
4,2,3,5,0,0,1,1,1,2,"60023001"
1,1,1,6,1,2,3,0,3,0,"60023011"
2,2,2,6,1,1,3,0,3,0,"60023011"
1,1,1,6,1,2,3,0,2,0,"60023021"
2,2,2,6,1,1,3,0,1,5,"60023021"
3,1,3,5,0,0,2,0,1,2,"60023021"
4,2,3,5,0,0,2,0,1,2,"60023021"
5,2,6,4,0,0,3,0,3,0,"60023021"
1,1,1,6,1,2,2,0,2,0,"60023031"
2,2,2,6,1,1,2,0,2,0,"60023031"
3,1,3,0,0,0,1,1,1,2,"60023031"
1,2,1,4,0,0,3,0,2,0,"60023041"
2,1,3,5,0,0,3,0,1,1,"60023041"
3,1,3,5,0,0,3,0,1,1,"60023041"
4,2,4,5,0,0,2,0,2,0,"60023041"
1,2,1,4,0,0,2,0,1,4,"60023051"
2,2,3,5,0,0,2,0,1,1,"60023051"
3,1,3,5,0,0,2,0,1,1,"60023051"
4,2,5,4,0,0,3,0,3,0,"60023051"
1,1,1,5,0,0,2,0,2,0,"60023061"
1,1,1,1,1,2,2,0,2,0,"60023091"
2,2,2,1,1,1,2,0,2,0,"60023091"
3,1,3,0,0,0,2,0,1,2,"60023091"
4,1,3,0,0,0,2,0,1,2,"60023091"
1,2,1,4,0,0,3,0,3,0,"60023101"
1,2,1,4,0,0,3,0,3,0,"60023111"
2,1,3,5,0,0,2,0,1,1,"60023111"
1,1,1,6,1,2,3,0,3,0,"60023121"
2,2,2,6,1,1,3,0,2,0,"60023121"
1,1,1,5,0,0,3,0,3,0,"60023131"
1,2,1,3,0,0,3,0,3,0,"60023141"
1,1,1,2,1,2,3,0,3,0,"60023151"
2,2,2,2,1,1,3,0,3,0,"60023151"
3,2,3,5,0,0,1,1,1,2,"60023151"
1,1,1,6,1,2,3,0,3,0,"60023161"
2,2,2,6,1,1,3,0,3,0,"60023161"
1,2,1,4,0,0,2,0,2,0,"60023171"
2,1,3,5,0,0,2,0,1,1,"60023171"
3,1,3,5,0,0,2,0,1,1,"60023171"
4,1,3,5,0,0,2,0,1,1,"60023171"
1,2,1,5,0,0,3,0,3,0,"60023181"
2,2,3,5,0,0,2,0,1,1,"60023181"
3,2,4,5,0,0,2,0,1,2,"60023181"
4,2,4,3,0,0,2,0,2,0,"60023181"
5,2,9,5,0,0,3,0,1,4,"60023181"
1,1,1,6,1,2,3,0,2,0,"60023201"
2,2,2,6,1,1,2,0,2,0,"60023201"
3,2,3,5,0,0,1,1,1,2,"60023201"
4,2,3,0,0,0,1,1,1,2,"60023201"
1,1,1,2,1,2,2,0,2,0,"60023211"
2,2,2,2,1,1,2,0,2,0,"60023211"
3,1,3,5,0,0,1,1,1,2,"60023211"
4,1,3,5,0,0,1,1,1,2,"60023211"
5,2,3,5,0,0,1,1,1,2,"60023211"
1,1,1,6,1,2,2,0,2,0,"60023221"
2,2,2,6,1,1,2,0,2,0,"60023221"
3,1,3,0,0,0,1,1,1,2,"60023221"
4,2,3,0,0,0,1,1,1,2,"60023221"
5,2,3,0,0,0,1,1,1,2,"60023221"
1,1,1,4,0,0,3,0,2,0,"60023231"
1,1,1,6,1,2,2,0,2,0,"60023251"
2,2,2,6,1,1,2,0,2,0,"60023251"
1,1,1,2,1,2,2,0,2,0,"60023261"
2,2,2,2,1,1,3,0,2,0,"60023261"
3,1,3,5,0,0,1,1,1,2,"60023261"
4,2,3,0,0,0,1,1,1,2,"60023261"
1,1,1,2,1,2,3,0,3,0,"60023271"
2,2,2,2,1,1,3,0,3,0,"60023271"
3,1,3,5,0,0,1,1,1,2,"60023271"
1,2,1,5,0,0,2,0,2,0,"60023281"
2,2,3,5,0,0,2,0,1,1,"60023281"
1,1,1,6,1,2,3,0,3,0,"60023291"
2,2,2,6,1,1,3,0,2,0,"60023291"
1,1,1,2,1,2,2,0,2,0,"60023301"
2,2,2,2,1,1,2,0,3,0,"60023301"
3,2,3,5,0,0,3,0,1,2,"60023301"
4,2,3,5,0,0,1,1,1,2,"60023301"
1,1,1,6,1,2,3,0,3,0,"60023311"
2,2,2,6,1,1,3,0,2,0,"60023311"
1,1,1,5,0,0,2,0,1,2,"60023321"
2,2,5,4,0,0,3,0,2,0,"60023321"
3,1,7,5,0,0,2,0,1,2,"60023321"
4,1,7,5,0,0,2,0,1,2,"60023321"
5,2,7,5,0,0,2,0,1,2,"60023321"
6,2,9,0,0,0,2,0,1,5,"60023321"
1,1,1,4,0,0,2,0,2,0,"60023331"
1,1,1,6,1,2,3,0,2,0,"60023341"
2,2,2,6,1,1,3,0,2,0,"60023341"
3,2,3,5,0,0,1,1,1,2,"60023341"
4,2,14,5,0,0,2,0,2,0,"60023341"
1,2,1,3,0,0,3,0,3,0,"60023351"
2,2,3,5,0,0,2,0,1,1,"60023351"
3,1,3,4,0,0,2,0,1,1,"60023351"
1,1,1,4,0,0,3,0,2,0,"60023361"
2,2,3,5,0,0,1,1,2,0,"60023361"
3,2,3,0,0,0,1,1,2,0,"60023361"
1,1,1,2,1,2,2,0,2,0,"60023371"
2,2,2,2,1,1,2,0,2,0,"60023371"
1,2,1,4,0,0,3,0,3,0,"60023381"
1,2,1,3,0,0,3,0,3,0,"60023391"
1,2,1,3,0,0,3,0,3,0,"60023401"
2,2,3,3,0,0,3,0,1,1,"60023401"
3,1,4,5,0,0,3,0,1,2,"60023401"
4,1,4,5,0,0,2,0,1,2,"60023401"
5,1,4,5,0,0,3,0,1,2,"60023401"
1,2,1,3,0,0,3,0,3,0,"60023411"
1,2,1,4,0,0,2,0,2,0,"60023421"
2,2,3,5,0,0,2,0,1,1,"60023421"
3,2,3,1,1,4,2,0,1,1,"60023421"
4,1,8,1,1,3,2,0,2,0,"60023421"
5,1,4,0,0,0,2,0,1,3,"60023421"
6,2,3,5,0,0,2,0,1,1,"60023421"
7,1,4,0,0,0,2,0,1,6,"60023421"
8,1,4,0,0,0,2,0,1,6,"60023421"
1,1,1,3,0,0,3,0,2,0,"60023431"
1,1,1,1,1,2,2,0,2,0,"60023441"
2,2,2,1,1,1,2,0,2,0,"60023441"
3,1,3,0,0,0,2,0,1,2,"60023441"
1,2,1,4,0,0,3,0,2,0,"60023451"
2,2,4,5,0,0,2,0,2,0,"60023451"
3,2,4,5,0,0,2,0,2,0,"60023451"
4,1,4,0,0,0,2,0,2,0,"60023451"
1,2,1,2,1,2,2,0,2,0,"60023461"
2,1,2,2,1,1,2,0,3,0,"60023461"
3,1,3,5,0,0,2,0,1,1,"60023461"
4,1,3,5,0,0,2,0,1,1,"60023461"
1,1,1,2,1,2,2,0,3,0,"60023471"
2,2,2,2,1,1,2,0,2,0,"60023471"
3,2,3,5,0,0,2,0,1,2,"60023471"
4,2,3,0,0,0,2,0,1,2,"60023471"
5,1,3,0,0,0,2,0,1,2,"60023471"
1,1,1,2,1,2,2,0,2,0,"60023481"
2,2,2,2,1,1,2,0,2,0,"60023481"
3,2,3,5,0,0,1,1,1,2,"60023481"
1,1,1,6,1,2,2,0,2,0,"60023491"
2,2,2,6,1,1,2,0,2,0,"60023491"
3,2,3,0,0,0,1,1,1,2,"60023491"
4,2,9,5,0,0,2,0,2,0,"60023491"
1,1,1,2,1,2,2,0,2,0,"60023501"
2,2,2,2,1,1,3,0,2,0,"60023501"
3,2,3,0,0,0,1,1,1,2,"60023501"
1,2,1,1,1,2,2,0,2,0,"60023511"
2,1,2,1,1,1,2,0,2,0,"60023511"
3,1,3,5,0,0,2,0,1,1,"60023511"
1,2,1,3,0,0,3,0,3,0,"60023521"
1,1,1,6,1,2,2,0,3,0,"60023531"
2,2,2,6,1,1,2,0,2,0,"60023531"
1,1,1,6,1,2,2,0,2,0,"60023541"
2,2,2,6,1,1,2,0,2,0,"60023541"
1,1,1,6,1,2,3,0,3,0,"60023551"
2,2,2,6,1,1,3,0,3,0,"60023551"
3,2,3,5,0,0,1,1,1,2,"60023551"
4,1,4,5,0,0,2,0,1,3,"60023551"
5,1,4,5,0,0,2,0,1,3,"60023551"
1,1,1,4,0,0,3,0,3,0,"60023561"
1,2,1,4,0,0,2,0,2,0,"60023571"
2,2,3,0,0,0,2,0,1,1,"60023571"
1,1,1,4,0,0,2,0,2,0,"60023581"
2,1,3,0,0,0,1,1,2,0,"60023581"
1,1,1,6,1,2,2,0,2,0,"60023591"
2,2,2,6,1,1,3,0,3,0,"60023591"
1,1,1,2,1,2,2,0,3,0,"60023601"
2,2,2,2,1,1,2,0,2,0,"60023601"
3,1,3,5,0,0,1,1,1,2,"60023601"
4,2,3,5,0,0,1,1,1,2,"60023601"
1,1,1,5,0,0,2,0,2,0,"60023611"
1,1,1,6,1,2,3,0,2,0,"60023621"
2,2,2,6,1,1,3,0,2,0,"60023621"
3,2,3,5,0,0,1,1,1,2,"60023621"
4,2,3,5,0,0,1,1,1,2,"60023621"
5,1,7,5,0,0,3,0,2,0,"60023621"
1,1,1,4,0,0,3,0,3,0,"60023631"
2,1,3,5,0,0,1,1,2,0,"60023631"
3,1,3,5,0,0,1,1,2,0,"60023631"
1,1,1,2,1,2,3,0,2,0,"60023641"
2,2,2,2,1,1,2,0,2,0,"60023641"
3,1,3,5,0,0,1,1,1,2,"60023641"
4,2,3,5,0,0,1,1,1,2,"60023641"
1,1,1,2,1,2,2,0,2,0,"60023651"
2,2,2,2,1,1,3,0,2,0,"60023651"
3,2,3,0,0,0,1,1,1,2,"60023651"
4,2,3,0,0,0,1,1,1,2,"60023651"
5,1,3,0,0,0,1,1,1,2,"60023651"
1,2,1,2,1,2,3,0,2,0,"60023661"
2,1,2,2,1,1,3,0,3,0,"60023661"
3,2,3,5,0,0,1,2,1,1,"60023661"
1,1,1,2,1,2,2,0,2,0,"60023662"
2,2,2,2,1,1,2,0,2,0,"60023662"
3,1,3,0,0,0,1,1,1,2,"60023662"
1,1,1,6,1,2,3,0,3,0,"60023671"
2,2,2,6,1,1,3,0,2,0,"60023671"
1,1,1,6,1,2,3,0,2,0,"60023681"
2,2,2,6,1,1,2,0,2,0,"60023681"
3,2,3,0,0,0,1,1,1,2,"60023681"
4,1,3,0,0,0,1,1,1,2,"60023681"
1,1,1,5,0,0,3,0,2,0,"60023691"
2,2,7,4,0,0,3,0,3,0,"60023691"
3,1,9,5,0,0,3,0,1,2,"60023691"
1,2,1,4,0,0,3,0,3,0,"60023701"
2,1,3,4,0,0,2,0,1,1,"60023701"
3,2,9,5,0,0,2,0,2,0,"60023701"
1,2,1,4,0,0,3,0,2,0,"60023711"
2,2,3,4,0,0,2,0,1,1,"60023711"
3,2,4,5,0,0,3,0,1,2,"60023711"
4,2,4,5,0,0,2,0,1,2,"60023711"
1,1,1,2,1,2,2,0,2,0,"60023721"
2,2,2,2,1,1,2,0,2,0,"60023721"
3,2,3,0,0,0,1,1,1,2,"60023721"
1,2,1,4,0,0,3,0,2,0,"60023731"
2,2,3,0,0,0,2,0,1,1,"60023731"
3,1,3,0,0,0,2,0,1,1,"60023731"
1,1,1,4,0,0,2,0,2,0,"60023741"
1,2,1,6,1,2,3,0,2,0,"60023751"
2,1,2,6,1,1,3,0,2,0,"60023751"
1,1,1,2,1,2,2,0,3,0,"60023761"
2,2,2,2,1,1,3,0,2,0,"60023761"
3,2,3,0,0,0,1,1,1,2,"60023761"
1,1,1,4,0,0,3,0,3,0,"60023771"
2,1,3,5,0,0,1,1,2,0,"60023771"
3,1,3,2,1,4,1,1,2,0,"60023771"
4,2,8,2,1,3,2,0,2,0,"60023771"
5,1,4,0,0,0,2,0,1,4,"60023771"
1,2,1,4,0,0,2,0,2,0,"60023781"
2,2,3,5,0,0,2,0,1,1,"60023781"
3,1,3,0,0,0,2,0,1,1,"60023781"
1,1,1,2,1,2,2,0,3,0,"60023801"
2,2,2,2,1,1,2,0,3,0,"60023801"
3,2,3,0,0,0,1,1,1,2,"60023801"
1,1,1,2,1,2,2,0,2,0,"60023811"
2,2,2,2,1,1,3,0,3,0,"60023811"
3,2,3,5,0,0,1,1,1,2,"60023811"
1,1,1,5,0,0,2,0,2,0,"60023821"
2,2,7,5,0,0,2,0,2,0,"60023821"
1,1,1,2,1,2,2,0,3,0,"60023831"
2,2,2,2,1,1,3,0,2,0,"60023831"
3,1,3,5,0,0,1,1,1,2,"60023831"
4,2,3,5,0,0,1,1,1,2,"60023831"
5,1,3,1,1,6,1,1,1,2,"60023831"
6,2,8,1,1,5,2,0,2,0,"60023831"
1,1,1,6,1,2,3,0,2,0,"60023841"
2,2,2,6,1,1,2,0,2,0,"60023841"
3,2,3,5,0,0,2,0,1,2,"60023841"
4,2,3,5,0,0,2,0,1,2,"60023841"
5,2,3,5,0,0,2,0,1,2,"60023841"
6,2,4,0,0,0,2,0,1,5,"60023841"
1,1,1,6,1,2,3,0,2,0,"60023851"
2,2,2,6,1,1,2,0,3,0,"60023851"
3,1,3,5,0,0,1,1,1,2,"60023851"
1,1,1,2,1,2,2,0,2,0,"60023861"
2,2,2,2,1,1,2,0,2,0,"60023861"
3,2,3,5,0,0,1,1,1,2,"60023861"
4,2,3,0,0,0,1,1,1,2,"60023861"
1,2,1,4,0,0,3,0,2,0,"60023871"
2,1,3,5,0,0,2,0,1,1,"60023871"
3,2,3,4,0,0,2,0,1,1,"60023871"
4,1,4,5,0,0,2,0,1,3,"60023871"
1,2,1,4,0,0,2,0,2,0,"60023881"
2,1,3,0,0,0,2,0,1,1,"60023881"
1,1,1,2,1,2,2,0,2,0,"60023891"
2,2,2,2,1,1,3,0,3,0,"60023891"
3,1,3,5,0,0,1,1,1,2,"60023891"
1,1,1,2,1,2,3,0,2,0,"60023901"
2,2,2,2,1,1,2,0,2,0,"60023901"
3,2,3,5,0,0,1,1,1,2,"60023901"
4,1,3,0,0,0,1,1,1,2,"60023901"
5,1,3,0,0,0,1,1,1,2,"60023901"
1,1,1,2,1,2,3,0,3,0,"60023911"
2,2,2,2,1,1,3,0,3,0,"60023911"
3,1,3,5,0,0,1,1,1,2,"60023911"
4,1,3,5,0,0,1,1,1,2,"60023911"
1,2,1,4,0,0,3,0,2,0,"60023921"
2,1,3,0,0,0,2,0,1,1,"60023921"
3,2,3,0,0,0,2,0,1,1,"60023921"
1,1,1,4,0,0,2,0,2,0,"60023931"
1,1,1,4,0,0,3,0,3,0,"60023941"
2,2,3,4,0,0,1,1,2,0,"60023941"
3,2,4,0,0,0,2,0,1,2,"60023941"
4,2,3,4,0,0,1,1,2,0,"60023941"
5,2,4,0,0,0,2,0,1,4,"60023941"
6,1,14,5,0,0,2,0,2,0,"60023941"
1,1,1,4,0,0,3,0,3,0,"60023951"
1,1,1,2,1,2,3,0,3,0,"60023961"
2,2,2,2,1,1,2,0,2,0,"60023961"
3,2,3,5,0,0,1,1,1,2,"60023961"
1,1,1,2,1,2,3,0,3,0,"60023971"
2,2,2,2,1,1,3,0,3,0,"60023971"
1,1,1,2,1,2,3,0,3,0,"60023981"
2,2,2,2,1,1,3,0,2,0,"60023981"
3,2,3,5,0,0,1,1,1,2,"60023981"
4,1,9,5,0,0,2,0,2,0,"60023981"
1,2,1,5,0,0,2,0,2,0,"60023991"
1,1,1,5,0,0,3,0,3,0,"60024001"
1,1,1,2,1,2,2,0,2,0,"60024011"
2,2,2,2,1,1,2,0,3,0,"60024011"
3,1,3,5,0,0,1,1,1,2,"60024011"
4,2,3,5,0,0,1,1,1,2,"60024011"
1,2,1,2,1,2,3,0,2,0,"60024021"
2,1,2,2,1,1,3,0,2,0,"60024021"
